Number	Votes	Question
Q1	3	Potentiometer circle button
Q2	3	What exactly is a widget?
Q3	3	Android get height of web view
Q4	2	Android set margin of view programatically
Q5	2	Cant setId for a view programatically with AndroidStudio
Q6	2	Android ImageLoader  how to set image in ViewPager as WallPaper
Q7	2	Subclass and override onTouchEvent
Q8	2	Starting Android Development for an iOS Developer
Q9	2	How to set RecyclerView in android widget
Q10	2	Not able to dynamically set the setVisibility() parameter
