Number	Votes	Question
Q1	6	OpenGL ES2 Alpha test problems
Q2	6	Polygon vertices as UV coordinates
Q3	4	What is the &quot;secret&quot; behind Graphics drawing to a window?
Q4	3	What is wrong with this camera rotation algorithm?
Q5	3	Smooth rotation with quaternions
Q6	3	Rotate object to face point
Q7	3	jme3 - UV map misplaced on model exported from Blender
Q8	2	Z-buffering algorithm not drawing 100% correctly
Q9	2	Can&#39;t texture model properly
Q10	2	JavaFX 2.2 (8) Clickable groups in a grid becomes unclickable
