Number	Votes	Question
Q1	6	Translate keyboard key to keyboard combination
Q2	4	How to define readable shortcuts for international keyboards?
Q3	4	Custom Key Events
Q4	3	Java Keyboard input not working using KeyBindings - selfmade rendering engine at fault?
Q5	3	Ending a program when a certain key on the keyboard is pressed
Q6	2	KeyListener on jTextField is not working
Q7	2	How to add something to the android keyboard?
Q8	2	How to program java virtual keyboard for touchscreen?
Q9	2	Java - keyboard state after leaving window
Q10	2	How to the keyboard BlueStacks on a java android project?
