Number	Votes	Question
Q1	8	Does IntelliJ IDEA fits also 64bits systems?
Q2	4	How to fix error: package android.support.v4.app does not exist ; in Android studio 0.8
Q3	4	How to prevent Android Studio autocomplete removing adjacent token
Q4	4	No line break after @Override annotation?
Q5	4	What does the A stand for in Intellij IDEA?
Q6	3	Get IntelliJ to show compilation problems automatically
Q7	2	Can an object referencing itself inside double-brace initialization not give a NPE?
Q8	2	How do I add execution environment 1.8 to Eclipse Luna?
Q9	2	get method result in Java debugger
Q10	2	Unnecessary boxing inspection reported by IDE
