Number	Votes	Question
Q1	8	Whats the best way to notify admin about new exceptions of the Java application?
Q2	7	auto populating struts2 checkboxes from database
Q3	6	Struts2 token interceptor: CSRF protection
Q4	6	Struts2 BigDecimal Converter is not converting to String
Q5	6	s:form tag action parameters being removed
Q6	5	Not able to connect with database after some times of deployment on server
Q7	4	How to integrate facebook login with Struts2?
Q8	4	How to avoid actionMessages/actionError generating ul li tags?
Q9	4	Struts2 Session Storage Location and Management
Q10	4	Dynamic URL access rights from form using Spring Security with Struts2?
