Number	Votes	Question
Q1	7	Icon with TexturePaint throws InternalError: Surface not cachable
Q2	5	Pokemon Yellow wrap transitions
Q3	4	How can I effectively find a Graphics2D rendering error?
Q4	3	Creating a JLabel with a Gradient
Q5	3	Confusion with Graphics2d  canvas and shapes
Q6	3	Mirror Shape in JAVA(Swing)
Q7	3	How to draw images on transparent window?
Q8	2	How to Check Mouse Click in 2D Graphics java.
Q9	2	Force full redraw of a Jpanel Java2D
Q10	2	Painting Grahpics2D Object on Frame with GridBagLayout
