Number	Votes	Question
Q1	5	Implementing the List&lt;Node&gt;
Q2	3	XML into data structure in java using sax  stax or DOM
Q3	3	Retrieving different child elements xml
Q4	2	DOM to XML in JAVA is not working
Q5	2	Trying to get an XML node in Java
Q6	2	XML in Java: Get values from specific elements
Q7	2	Java replaceAll regex read from XML
Q8	2	Convert Java Gregorian Calendar to String
Q9	2	Why DocumentBuilder.parse throws SaxParserException
Q10	2	Serializing Java DOM Document to XML: Add CData Elements
