Number	Votes	Question
Q1	14	How can I check if an object(s) are in front of the camera?
Q2	7	gluProject Converting 3D coordinates to 2D coordinates does not convert the 2D Y Coordinate correctly
Q3	4	Render depth to texture
Q4	4	NullPointerException with LWJGL 3 Initialization
Q5	3	OpenGL LWJGL3 object in scene will not rotate
Q6	3	Weird edges in OpenGL 2d rendering
Q7	3	LWJGL NVIDIA Driver Issue
Q8	3	Texture repeating on quads OpenGL
Q9	2	Bilateral Filter for fluid sim
Q10	2	Problems drawing text (strings)
