Number	Votes	Question
Q1	5	Midnight date with timezone sent to timezone-ignorant system
Q2	4	Java 8 timezone conversions
Q3	4	Unable to obtain ZonedDateTime from TemporalAccessor using DateTimeFormatter and ZonedDateTime in Java 8
Q4	4	Setting timezone for maven unit tests on Java 8
Q5	4	Joda Time : Date Convert Bug
Q6	4	did jdk7u25 introduce a timezone bug?
Q7	3	Unparseable Date In America/Mazatlan timezone
Q8	3	&quot;Cant create directory&quot; error when updating timezone data with tzupdater.jar
Q9	3	XmlSchemaType &quot;date&quot; - without time zone?
Q10	3	How to get time with respect to another timezone in android
