Number	Votes	Question
Q1	6	How to queue up data for server dispatch on android
Q2	4	Client Server array change detection best practices or design pattern
Q3	3	Java-Understanding of back end (server side) file seeding to provide fast client downloads
Q4	3	Initialize exception with stacktrace from another exception?
Q5	2	Why String&#39;s output value is not updating
Q6	2	java client-server issue on client side (no System.out)
Q7	2	Sending simple text data live from Android client to server
Q8	2	Android client-server communication throws exception on input.read
Q9	2	Design pattern for a client Server app
Q10	2	Implements observer pattern on socket client server
