Number	Votes	Question
Q1	14	Getting a directory file and the ClassLoader for a libGDX Android game
Q2	8	Gradle error while setting up LibGDX with eclipse
Q3	8	NoOptions cannot be resolved to a type
Q4	8	Null Pointer Importing Gradle Project Into Eclipse
Q5	7	Android graphics huge heap memory consumption? - LibGDX
Q6	7	handling multitouch in libgdx
Q7	7	Draw curved custom object in LIBGDX?
Q8	6	libgdx with displaying Cyrillic
Q9	6	Libgdx use ScreenUtils asynchronously and don&#39;t stop the game loop
Q10	6	PolygonShape Native Method not found using new libgdx gradle project
